info/source_line,landmark,location,ltr,note,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/subject,sample/years_on_art,sample/clone,sample/tissue,sample/tissue_url,sample/disease,sample/genbank,environment,info/replicate,info/replicates,source_name
698,chr12,62355486,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1781,chr12,62566142,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1455,chr12,63792774,3p,,R,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
384,chr12,64628994,5p,,R,AB256360.1,17262715,17262715_Pt.2,,,,,,AB256360,"in vivo",1,1,NCI-RID
1855,chr12,65188816,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
939,chr12,66315343,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,3,NCI-RID
939,chr12,66315343,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",2,3,NCI-RID
939,chr12,66315343,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",3,3,NCI-RID
413,chr12,68631434,5p,,R,AB256389.1,17262715,17262715_Pt.2,,,,,,AB256389,"in vivo",1,1,NCI-RID
1503,chr12,69598184,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
545,chr12,71897242,5p,,R,AD-9_AY255027.1,12843741,"12843741_Case #4",,AD-9,"frontal cortex",,"AIDS dementia",,"in vivo",1,1,NCI-RID
1075,chr12,75821738,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
679,chr12,75822793,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
721,chr12,79826616,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1030,chr12,91825493,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1669,chr12,92132623,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
43,chr12,92402186,5p,,,145,15163705,15163705_145,,,,,,,"in vivo",1,1,NCI-RID
1479,chr12,92476386,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1491,chr12,93547798,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1631,chr12,94371475,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
2215,chr12,99351496,3p,,F,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
600,chr12,106959299,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,2,NCI-RID
600,chr12,106959299,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",2,2,NCI-RID
1641,chr12,106967967,5p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1023,chr12,110147630,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,2,NCI-RID
1023,chr12,110147630,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",2,2,NCI-RID
1765,chr12,111423319,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
733,chr12,111519137,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
2244,chr12,111593986,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
494,chr12,112004057,5p,,R,AB256470.1,17262715,17262715_Pt.3,,,,,,AB256470,"in vivo",1,1,NCI-RID
1043,chr12,112040614,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1390,chr12,112060445,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
903,chr12,112214744,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
102,chr12,117165557,5p,,F,AB256076.1,17262715,17262715_Pt.1,,,,,,AB256076,"in vivo",1,1,NCI-RID
1070,chr12,120005399,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
409,chr12,120234190,5p,,F,AB256385.1,17262715,17262715_Pt.2,,,,,,AB256385,"in vivo",1,1,NCI-RID
1624,chr12,120705152,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1022,chr12,120790683,5p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,2,NCI-RID
1022,chr12,120790683,5p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",2,2,NCI-RID
1429,chr12,121235979,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1877,chr12,122368436,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1833,chr12,122490192,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1599,chr12,122490905,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2176,chr12,122513482,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,5,NCI-RID
2176,chr12,122513482,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,5,NCI-RID
2176,chr12,122513482,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,5,NCI-RID
2176,chr12,122513482,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",4,5,NCI-RID
2176,chr12,122513482,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",5,5,NCI-RID
2260,chr12,123417659,5p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
2171,chr12,123589448,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
892,chr12,123596005,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,3,NCI-RID
892,chr12,123596005,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,3,NCI-RID
892,chr12,123596005,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,3,NCI-RID
1394,chr12,124972072,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
519,chr12,127083744,5p,,R,AB256495.1,17262715,17262715_Pt.3,,,,,,AB256495,"in vivo",1,1,NCI-RID
1128,chr12,131763706,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
479,chr12,132514451,5p,,F,AB256455.1,17262715,17262715_Pt.3,,,,,,AB256455,"in vivo",1,1,NCI-RID
2024,chr12,133051275,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
953,chr13,19905231,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1710,chr13,20021829,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
799,chr13,20864630,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
2275,chr13,21384143,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
2091,chr13,30255033,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1941,chr13,32131842,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1941,chr13,32131842,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
2080,chr13,41239520,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1518,chr13,46176325,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2116,chr13,48432056,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1256,chr13,48463197,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1256,chr13,48463197,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1415,chr13,49251600,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
95,chr13,49745830,5p,,R,AB256069.1,17262715,17262715_Pt.1,,,,,,AB256069,"in vivo",1,1,NCI-RID
1084,chr13,49769229,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1138,chr13,51427703,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
820,chr13,71604301,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1356,chr13,72776426,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1645,chr13,77360326,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1011,chr13,85343808,5p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1584,chr13,99307732,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
143,chr13,99319635,5p,,R,AB256117.1,17262715,17262715_Pt.1,,,,,,AB256117,"in vivo",1,1,NCI-RID
359,chr13,99324200,5p,,R,AB256335.1,17262715,17262715_Pt.2,,,,,,AB256335,"in vivo",1,1,NCI-RID
410,chr13,100199473,5p,,F,AB256386.1,17262715,17262715_Pt.2,,,,,,AB256386,"in vivo",1,1,NCI-RID
1439,chr13,105140903,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2212,chr13,108274906,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,4,NCI-RID
2212,chr13,108274906,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,4,NCI-RID
2212,chr13,108274906,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,4,NCI-RID
2212,chr13,108274906,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",4,4,NCI-RID
1708,chr13,108274906,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,6,NCI-RID
1708,chr13,108274906,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",2,6,NCI-RID
1708,chr13,108274906,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",3,6,NCI-RID
1708,chr13,108274906,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",4,6,NCI-RID
1708,chr13,108274906,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",5,6,NCI-RID
1708,chr13,108274906,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",6,6,NCI-RID
2225,chr13,108274906,3p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1888,chr13,109987624,5p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
917,chr13,114135974,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1602,chr14,21250065,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
997,chr14,21376854,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
331,chr14,21748281,5p,,R,AB256307.1,17262715,17262715_Pt.2,,,,,,AB256307,"in vivo",1,1,NCI-RID
343,chr14,21748281,5p,,R,AB256319.1,17262715,17262715_Pt.2,,,,,,AB256319,"in vivo",1,1,NCI-RID
342,chr14,21748281,5p,,R,AB256318.1,17262715,17262715_Pt.2,,,,,,AB256318,"in vivo",1,1,NCI-RID
356,chr14,21748281,5p,,R,AB256332.1,17262715,17262715_Pt.2,,,,,,AB256332,"in vivo",1,1,NCI-RID
354,chr14,21748281,5p,,R,AB256330.1,17262715,17262715_Pt.2,,,,,,AB256330,"in vivo",1,1,NCI-RID
362,chr14,21748281,5p,,R,AB256338.1,17262715,17262715_Pt.2,,,,,,AB256338,"in vivo",1,1,NCI-RID
535,chr14,22053394,5p,,F,AB256511.1,17262715,17262715_Pt.7,,,,,,AB256511,"in vivo",1,1,NCI-RID
2066,chr14,30918008,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1516,chr14,30928615,3p,,R,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
1250,chr14,32123239,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1967,chr14,34191169,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1828,chr14,34888311,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
597,chr14,35216600,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
262,chr14,38064144,5p,,F,AB256238.1,17262715,17262715_Pt.1,,,,,,AB256238,"in vivo",1,1,NCI-RID
1792,chr14,39291779,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1792,chr14,39291779,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1421,chr14,39291779,3p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1658,chr14,45152912,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
996,chr14,50506149,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1831,chr14,50775546,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1958,chr14,52658121,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
403,chr14,55059066,5p,,R,AB256379.1,17262715,17262715_Pt.2,,,,,,AB256379,"in vivo",1,1,NCI-RID
283,chr14,56192013,5p,,F,AB256259.1,17262715,17262715_Pt.2,,,,,,AB256259,"in vivo",1,1,NCI-RID
1180,chr14,56342832,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1561,chr14,58326149,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
1561,chr14,58326149,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
347,chr14,61365086,5p,,R,AB256323.1,17262715,17262715_Pt.2,,,,,,AB256323,"in vivo",1,1,NCI-RID
1420,chr14,61705618,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1259,chr14,63707951,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1983,chr14,63933251,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
963,chr14,64065393,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1280,chr14,64919056,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
316,chr14,65638743,5p,,F,AB256292.1,17262715,17262715_Pt.2,,,,,,AB256292,"in vivo",1,1,NCI-RID
1628,chr14,67318366,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1037,chr14,67975098,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1848,chr14,68289351,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1154,chr14,70928280,5p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1450,chr14,70988661,3p,,R,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1353,chr14,75139468,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1521,chr14,75157189,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
183,chr14,76189706,5p,,R,AB256159.1,17262715,17262715_Pt.1,,,,,,AB256159,"in vivo",1,1,NCI-RID
432,chr14,80906157,5p,,F,AB256408.1,17262715,17262715_Pt.3,,,,,,AB256408,"in vivo",1,1,NCI-RID
1413,chr14,89367830,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
936,chr14,89692988,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1069,chr14,90921313,3p,,R,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
1289,chr14,91112348,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
955,chr14,91493552,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
955,chr14,91493552,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1519,chr14,92137613,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
502,chr14,93260939,5p,,R,AB256478.1,17262715,17262715_Pt.3,,,,,,AB256478,"in vivo",1,1,NCI-RID
1337,chr14,95378205,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
603,chr14,96830151,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2118,chr14,97618225,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
636,chr14,99229214,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
636,chr14,99229214,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
1172,chr14,100250569,3p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1359,chr14,101821869,5p,,R,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
460,chr14,103877634,5p,,F,AB256436.1,17262715,17262715_Pt.3,,,,,,AB256436,"in vivo",1,1,NCI-RID
1412,chr14,105061121,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
360,chr15,21115289,5p,,R,AB256336.1,17262715,17262715_Pt.2,,,,,,AB256336,"in vivo",1,1,NCI-RID
497,chr15,22552529,5p,,R,AB256473.1,17262715,17262715_Pt.3,,,,,,AB256473,"in vivo",1,1,NCI-RID
1847,chr15,32870502,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
813,chr15,35137262,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1759,chr15,39682895,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,3,NCI-RID
1759,chr15,39682895,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,3,NCI-RID
1759,chr15,39682895,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",3,3,NCI-RID
2034,chr15,39682895,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,3,NCI-RID
2034,chr15,39682895,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",2,3,NCI-RID
2034,chr15,39682895,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",3,3,NCI-RID
726,chr15,40169483,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1140,chr15,40221135,3p,,F,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1388,chr15,41337395,3p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
2283,chr15,41680454,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2043,chr15,41739295,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1827,chr15,41756943,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
1531,chr15,44614965,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
448,chr15,44649841,5p,,R,AB256424.1,17262715,17262715_Pt.3,,,,,,AB256424,"in vivo",1,1,NCI-RID
1441,chr15,44670578,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,2,NCI-RID
1441,chr15,44670578,5p,,R,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",2,2,NCI-RID
1865,chr15,44670584,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1399,chr15,49172356,5p,,F,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1760,chr15,50069030,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1790,chr15,50926777,3p,,F,PT5_Y14.5,24968937,24968937_PT5,14.5,,,,,,"in vivo",1,1,NCI-RID
565,chr15,51216485,5p,,F,AL-14_AY253281.1,12843741,"12843741_Case #2",,AL-14,"lymph node",,lymphoma,,"in vivo",1,1,NCI-RID
1844,chr15,52143075,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1144,chr15,52499157,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
630,chr15,52602570,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,2,NCI-RID
630,chr15,52602570,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",2,2,NCI-RID
44,chr15,59082297,5p,,R,146,15163705,15163705_146,,,,,,,"in vivo",1,1,NCI-RID
2122,chr15,63130770,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
781,chr15,63552488,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2169,chr15,63650697,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
1101,chr15,63938195,3p,,F,PT4_Y12.2,24968937,24968937_PT4,12.2,,,,,,"in vivo",1,1,NCI-RID
841,chr15,64302720,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
470,chr15,64338391,5p,,F,AB256446.1,17262715,17262715_Pt.3,,,,,,AB256446,"in vivo",1,1,NCI-RID
2298,chr15,64339141,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1525,chr15,64361881,3p,,F,PT3_Y0,24968937,24968937_PT3,0,,,,,,"in vivo",1,1,NCI-RID
1184,chr15,65161948,3p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
462,chr15,65602663,5p,,F,AB256438.1,17262715,17262715_Pt.3,,,,,,AB256438,"in vivo",1,1,NCI-RID
1232,chr15,65653963,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
621,chr15,65778072,5p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
1904,chr15,65785860,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
45,chr15,68127707,5p,,F,21,15163705,15163705_21,,,,,,,"in vivo",1,1,NCI-RID
851,chr15,70120887,3p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
2257,chr15,72542596,3p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1089,chr15,73618365,3p,,R,PT3_Y7.2,24968937,24968937_PT3,7.2,,,,,,"in vivo",1,1,NCI-RID
1484,chr15,74559489,3p,,R,PT2_Y12.9,24968937,24968937_PT2,12.9,,,,,,"in vivo",1,1,NCI-RID
688,chr15,74864426,5p,,R,PT1_Y0.2,24968937,24968937_PT1,0.2,,,,,,"in vivo",1,1,NCI-RID
192,chr15,74933589,5p,,R,AB256168.1,17262715,17262715_Pt.1,,,,,,AB256168,"in vivo",1,1,NCI-RID
381,chr15,75401454,5p,,R,AB256357.1,17262715,17262715_Pt.2,,,,,,AB256357,"in vivo",1,1,NCI-RID
145,chr15,77355940,5p,,F,AB256119.1,17262715,17262715_Pt.1,,,,,,AB256119,"in vivo",1,1,NCI-RID
2157,chr15,78044225,5p,,F,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1723,chr15,80092812,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
1777,chr15,83192499,5p,,R,PT1_Y11.4,24968937,24968937_PT1,11.4,,,,,,"in vivo",1,1,NCI-RID
669,chr15,84618451,5p,,F,PT1_Y4.8,24968937,24968937_PT1,4.8,,,,,,"in vivo",1,1,NCI-RID
428,chr15,84668214,5p,,R,AB256404.1,17262715,17262715_Pt.3,,,,,,AB256404,"in vivo",1,1,NCI-RID
46,chr15,85646694,5p,,R,153,15163705,15163705_153,,,,,,,"in vivo",1,1,NCI-RID
